transaction_id,date,year,month,quarter,client_name,project_name,service_category,project_type,location,amount,cost,profit,profit_margin,status,payment_status,payment_method,duration_days,project_manager,source_note
GTX-2025-0172,2025-05-11,2025,2025-05,Q2,Cebu Realty Ventures,Access Control Installation - Cebu Realty Ventures,Auxiliary Works,Access Control Installation,Davao City,1755000,1435000,320000,0.1823,Completed,Paid,Progress Billing,41,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0173,2025-05-12,2025,2025-05,Q2,Cebu Condo Board,Sprinkler System Installation - Cebu Condo Board,Fire Protection Works,Sprinkler System Installation,Iloilo City,1455000,1040000,415000,0.2852,Completed,Paid,Progress Billing,202,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0174,2025-05-14,2025,2025-05,Q2,Rizal Housing Cooperative,Commercial Space Renovation - Rizal Housing Cooperative,Renovation and Rehabilitation,Commercial Space Renovation,Laguna,2685000,1870000,815000,0.3035,Completed,Partially Paid,Online Transfer,349,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0175,2025-05-24,2025,2025-05,Q2,Las Pinas Residences,Plumbing Line Installation - Las Pinas Residences,Plumbing and Sanitary Works,Plumbing Line Installation,Laguna,470000,345000,125000,0.266,Completed,Paid,Cash Deposit,316,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0176,2025-05-25,2025,2025-05,Q2,NCR Office Suites,Ceiling and Partition Works - NCR Office Suites,Architectural Works,Ceiling and Partition Works,Laguna,2365000,1855000,510000,0.2156,Delayed,Paid,Online Transfer,134,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0177,2025-05-26,2025,2025-05,Q2,Caloocan Warehouse Group,School Facility Repair - Caloocan Warehouse Group,Renovation and Rehabilitation,School Facility Repair,Las Pinas City,3490000,2665000,825000,0.2364,Completed,Paid,Online Transfer,152,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0178,2025-05-26,2025,2025-05,Q2,Makati Business Tower,Lighting and Wiring Package - Makati Business Tower,General Electrical Works,Lighting and Wiring Package,Muntinlupa City,2150000,1515000,635000,0.2953,Completed,Paid,Online Transfer,136,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0179,2025-05-29,2025,2025-05,Q2,Metro Build Corporation,Panel Board Installation - Metro Build Corporation,General Electrical Works,Panel Board Installation,Las Pinas City,1575000,1145000,430000,0.273,Completed,Paid,Cash Deposit,416,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0180,2025-05-29,2025,2025-05,Q2,Ortigas Property Management,Generator and Transfer Switch Works - Ortigas Property Management,General Electrical Works,Generator and Transfer Switch Works,Cebu City,2740000,2160000,580000,0.2117,Completed,Paid,Bank Transfer,180,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0181,2025-06-06,2025,2025-06,Q2,Nuvali Property Office,Network and Communication Works - Nuvali Property Office,Auxiliary Works,Network and Communication Works,Cebu City,1580000,1215000,365000,0.231,Completed,Paid,Progress Billing,273,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0182,2025-06-06,2025,2025-06,Q2,Paranaque Logistics Hub,Water Supply System Works - Paranaque Logistics Hub,Plumbing and Sanitary Works,Water Supply System Works,Pampanga,2280000,1620000,660000,0.2895,Completed,Paid,Online Transfer,413,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0183,2025-06-10,2025,2025-06,Q2,Northpoint Realty,Commercial Space Renovation - Northpoint Realty,Renovation and Rehabilitation,Commercial Space Renovation,Mandaue City,2335000,1615000,720000,0.3084,Completed,Paid,Cash Deposit,231,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0184,2025-06-17,2025,2025-06,Q2,Tarlac Industrial Estate,Commercial Unit Fit-Out - Tarlac Industrial Estate,Fit-Out Works,Commercial Unit Fit-Out,Manila,1805000,1225000,580000,0.3213,Completed,Paid,Online Transfer,328,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0185,2025-06-18,2025,2025-06,Q2,Rizal Housing Cooperative,CCTV and Structured Cabling - Rizal Housing Cooperative,Auxiliary Works,CCTV and Structured Cabling,Davao City,790000,570000,220000,0.2785,Completed,Partially Paid,Check Payment,317,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0186,2025-06-21,2025,2025-06,Q2,Quezon City Estate Group,Network and Communication Works - Quezon City Estate Group,Auxiliary Works,Network and Communication Works,Quezon City,1540000,1260000,280000,0.1818,Completed,Paid,Check Payment,417,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0187,2025-06-21,2025,2025-06,Q2,South Luzon Warehousing,MEPFS Package for Commercial Building - South Luzon Warehousing,MEPFS Works,MEPFS Package for Commercial Building,Makati City,2245000,1595000,650000,0.2895,Completed,Paid,Check Payment,114,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0188,2025-06-27,2025,2025-06,Q2,Northpoint Realty,Painting and Finishing Package - Northpoint Realty,Architectural Works,Painting and Finishing Package,Batangas,2350000,1775000,575000,0.2447,Completed,Paid,Online Transfer,65,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0189,2025-07-03,2025,2025-07,Q3,Greenfield Developers,Foundation and Column Works - Greenfield Developers,Structural Works,Foundation and Column Works,Quezon City,3470000,2915000,555000,0.1599,Completed,Partially Paid,Cash Deposit,80,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0190,2025-07-07,2025,2025-07,Q3,Caloocan Warehouse Group,Electrical System Upgrade - Caloocan Warehouse Group,General Electrical Works,Electrical System Upgrade,Makati City,3240000,2315000,925000,0.2855,Completed,Paid,Cash Deposit,113,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0191,2025-07-07,2025,2025-07,Q3,Cavite Landholdings,Interior Finishing Works - Cavite Landholdings,Architectural Works,Interior Finishing Works,Tarlac,1930000,1480000,450000,0.2332,Completed,Paid,Progress Billing,119,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0192,2025-07-10,2025,2025-07,Q3,Iloilo Business Park,Access Control Installation - Iloilo Business Park,Auxiliary Works,Access Control Installation,Cebu City,1705000,1205000,500000,0.2933,Completed,Paid,Check Payment,187,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0193,2025-07-13,2025,2025-07,Q3,Quezon City Estate Group,Electrical System Upgrade - Quezon City Estate Group,General Electrical Works,Electrical System Upgrade,Cebu City,1045000,820000,225000,0.2153,Completed,Paid,Progress Billing,217,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0194,2025-07-13,2025,2025-07,Q3,BGC Hotel Group,Panel Board Installation - BGC Hotel Group,General Electrical Works,Panel Board Installation,Quezon City,3095000,2340000,755000,0.2439,Delayed,Partially Paid,Cash Deposit,369,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0195,2025-07-18,2025,2025-07,Q3,Cebu Realty Ventures,Plumbing Line Installation - Cebu Realty Ventures,Plumbing and Sanitary Works,Plumbing Line Installation,BGC Taguig,1095000,780000,315000,0.2877,Completed,Paid,Bank Transfer,161,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0196,2025-07-19,2025,2025-07,Q3,South Luzon Warehousing,Office Building Rehabilitation - South Luzon Warehousing,Renovation and Rehabilitation,Office Building Rehabilitation,Davao City,3260000,2670000,590000,0.181,Completed,Partially Paid,Bank Transfer,207,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0197,2025-07-20,2025,2025-07,Q3,Northpoint Realty,Integrated Building Services Package - Northpoint Realty,MEPFS Works,Integrated Building Services Package,Pasay City,4825000,4175000,650000,0.1347,Completed,Paid,Cash Deposit,120,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0198,2025-07-24,2025,2025-07,Q3,Metro Build Corporation,Perimeter Fence Works - Metro Build Corporation,Civil Works,Perimeter Fence Works,Quezon City,1955000,1525000,430000,0.2199,For Billing,Unpaid,Online Transfer,287,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0199,2025-07-27,2025,2025-07,Q3,Ortigas Property Management,Access Control Installation - Ortigas Property Management,Auxiliary Works,Access Control Installation,Cebu City,1425000,950000,475000,0.3333,Completed,Paid,Cash Deposit,357,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0200,2025-07-28,2025,2025-07,Q3,Paranaque Logistics Hub,Access Control Installation - Paranaque Logistics Hub,Auxiliary Works,Access Control Installation,Davao City,615000,485000,130000,0.2114,Completed,Paid,Cash Deposit,372,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0201,2025-07-29,2025,2025-07,Q3,Las Pinas Residences,Painting and Finishing Package - Las Pinas Residences,Architectural Works,Painting and Finishing Package,Pampanga,2400000,1650000,750000,0.3125,Completed,Paid,Check Payment,333,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0202,2025-08-06,2025,2025-08,Q3,Paranaque Logistics Hub,MEPFS Package for Commercial Building - Paranaque Logistics Hub,MEPFS Works,MEPFS Package for Commercial Building,Mandaue City,4610000,3805000,805000,0.1746,Delayed,Partially Paid,Bank Transfer,318,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0203,2025-08-08,2025,2025-08,Q3,Batangas Manufacturing Plant,Network and Communication Works - Batangas Manufacturing Plant,Auxiliary Works,Network and Communication Works,Quezon City,430000,330000,100000,0.2326,Ongoing,Paid,Bank Transfer,387,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0204,2025-08-13,2025,2025-08,Q3,Northpoint Realty,Sanitary Line Upgrade - Northpoint Realty,Plumbing and Sanitary Works,Sanitary Line Upgrade,Las Pinas City,1000000,770000,230000,0.23,Completed,Partially Paid,Check Payment,37,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0205,2025-08-16,2025,2025-08,Q3,Taguig Condo Association,MEPFS Upgrade for Condominium - Taguig Condo Association,MEPFS Works,MEPFS Upgrade for Condominium,Mandaue City,2450000,2095000,355000,0.1449,Completed,Unpaid,Bank Transfer,71,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0206,2025-08-17,2025,2025-08,Q3,BGC Hotel Group,Pumping System Installation - BGC Hotel Group,Mechanical Works,Pumping System Installation,Batangas,2745000,2185000,560000,0.204,Completed,Paid,Online Transfer,350,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0207,2025-08-19,2025,2025-08,Q3,Rizal Housing Cooperative,Condominium Structural Package - Rizal Housing Cooperative,Structural Works,Condominium Structural Package,Cebu City,2755000,2230000,525000,0.1906,Completed,Paid,Cash Deposit,387,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0208,2025-08-23,2025,2025-08,Q3,Caloocan Warehouse Group,Power Distribution Works - Caloocan Warehouse Group,General Electrical Works,Power Distribution Works,Pasay City,2915000,2245000,670000,0.2298,For Billing,Partially Paid,Bank Transfer,60,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0209,2025-08-26,2025,2025-08,Q3,Davao Retail Center,CCTV and Structured Cabling - Davao Retail Center,Auxiliary Works,CCTV and Structured Cabling,Iloilo City,740000,520000,220000,0.2973,Ongoing,Partially Paid,Online Transfer,34,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0210,2025-09-01,2025,2025-09,Q3,Cebu Realty Ventures,Painting and Finishing Package - Cebu Realty Ventures,Architectural Works,Painting and Finishing Package,Bulacan,550000,455000,95000,0.1727,For Billing,Unpaid,Cash Deposit,372,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0211,2025-09-02,2025,2025-09,Q3,Cebu Condo Board,Air Conditioning System Installation - Cebu Condo Board,HVAC Works,Air Conditioning System Installation,Cebu City,2925000,2125000,800000,0.2735,Completed,Paid,Progress Billing,416,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0212,2025-09-02,2025,2025-09,Q3,Pasay Commercial Center,Condominium Structural Package - Pasay Commercial Center,Structural Works,Condominium Structural Package,Bulacan,3085000,2155000,930000,0.3015,Completed,Paid,Cash Deposit,104,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0213,2025-09-03,2025,2025-09,Q3,Metro Build Corporation,Building Renovation - Metro Build Corporation,Architectural Works,Building Renovation,Iloilo City,690000,490000,200000,0.2899,Delayed,Paid,Cash Deposit,289,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0214,2025-09-05,2025,2025-09,Q3,Cavite Landholdings,Integrated Building Services Package - Cavite Landholdings,MEPFS Works,Integrated Building Services Package,Rizal,4305000,3770000,535000,0.1243,Delayed,Partially Paid,Check Payment,82,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0215,2025-09-13,2025,2025-09,Q3,Makati Business Tower,Foundation and Column Works - Makati Business Tower,Structural Works,Foundation and Column Works,Pasay City,5515000,3860000,1655000,0.3001,Completed,Partially Paid,Bank Transfer,76,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0216,2025-09-18,2025,2025-09,Q3,South Luzon Warehousing,Fire Pump and FDAS Integration - South Luzon Warehousing,Fire Protection Works,Fire Pump and FDAS Integration,Bulacan,2850000,1940000,910000,0.3193,Completed,Partially Paid,Bank Transfer,27,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0217,2025-09-19,2025,2025-09,Q3,Batangas Manufacturing Plant,Panel Board Installation - Batangas Manufacturing Plant,General Electrical Works,Panel Board Installation,Makati City,2475000,1875000,600000,0.2424,Ongoing,Unpaid,Check Payment,375,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0218,2025-09-24,2025,2025-09,Q3,Cebu Condo Board,Electrical System Upgrade - Cebu Condo Board,General Electrical Works,Electrical System Upgrade,Pampanga,3485000,2480000,1005000,0.2884,Completed,Paid,Check Payment,273,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0219,2025-09-26,2025,2025-09,Q3,Manila School Foundation,Drainage and Road Works - Manila School Foundation,Civil Works,Drainage and Road Works,Tarlac,1545000,1180000,365000,0.2362,For Billing,Unpaid,Bank Transfer,101,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0220,2025-09-28,2025,2025-09,Q3,Manila School Foundation,Integrated Building Services Package - Manila School Foundation,MEPFS Works,Integrated Building Services Package,Muntinlupa City,6180000,5265000,915000,0.1481,For Billing,Unpaid,Check Payment,81,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0221,2025-09-29,2025,2025-09,Q3,Bulacan Builders Group,Panel Board Installation - Bulacan Builders Group,General Electrical Works,Panel Board Installation,Cavite,2470000,1705000,765000,0.3097,Completed,Paid,Bank Transfer,159,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0222,2025-10-03,2025,2025-10,Q4,Davao Retail Center,Lighting and Wiring Package - Davao Retail Center,General Electrical Works,Lighting and Wiring Package,Cebu City,1565000,1295000,270000,0.1725,Completed,Paid,Bank Transfer,116,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0223,2025-10-03,2025,2025-10,Q4,Mandaue Commercial Hub,Integrated Building Services Package - Mandaue Commercial Hub,MEPFS Works,Integrated Building Services Package,Las Pinas City,1955000,1420000,535000,0.2737,Completed,Paid,Online Transfer,319,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0224,2025-10-03,2025,2025-10,Q4,Batangas Manufacturing Plant,Equipment Room Upgrade - Batangas Manufacturing Plant,Mechanical Works,Equipment Room Upgrade,Iloilo City,2570000,2030000,540000,0.2101,Completed,Paid,Bank Transfer,340,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0225,2025-10-12,2025,2025-10,Q4,Davao Retail Center,CCTV and Structured Cabling - Davao Retail Center,Auxiliary Works,CCTV and Structured Cabling,Quezon City,1675000,1165000,510000,0.3045,Completed,Paid,Check Payment,215,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0226,2025-10-15,2025,2025-10,Q4,Metro Build Corporation,Fire Line Repair Works - Metro Build Corporation,Fire Protection Works,Fire Line Repair Works,Batangas,2710000,2145000,565000,0.2085,Completed,Partially Paid,Online Transfer,252,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0227,2025-10-17,2025,2025-10,Q4,Ortigas Property Management,Structural Retrofitting - Ortigas Property Management,Structural Works,Structural Retrofitting,Ortigas Center,1700000,1350000,350000,0.2059,Ongoing,Partially Paid,Progress Billing,332,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0228,2025-10-22,2025,2025-10,Q4,Mandaue Commercial Hub,Commercial Unit Fit-Out - Mandaue Commercial Hub,Fit-Out Works,Commercial Unit Fit-Out,Bulacan,565000,455000,110000,0.1947,Completed,Paid,Online Transfer,327,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0229,2025-10-24,2025,2025-10,Q4,Metro Build Corporation,MEPFS Rough-in Works - Metro Build Corporation,MEPFS Works,MEPFS Rough-in Works,Makati City,1930000,1535000,395000,0.2047,Ongoing,Partially Paid,Progress Billing,64,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0230,2025-10-28,2025,2025-10,Q4,Rizal Housing Cooperative,Structural Retrofitting - Rizal Housing Cooperative,Structural Works,Structural Retrofitting,Mandaue City,4885000,3650000,1235000,0.2528,Delayed,Partially Paid,Bank Transfer,325,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0231,2025-11-01,2025,2025-11,Q4,Tarlac Industrial Estate,Sanitary Line Upgrade - Tarlac Industrial Estate,Plumbing and Sanitary Works,Sanitary Line Upgrade,Ortigas Center,2075000,1710000,365000,0.1759,Completed,Paid,Online Transfer,42,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0232,2025-11-06,2025,2025-11,Q4,Pampanga Medical Suites,Integrated Building Services Package - Pampanga Medical Suites,MEPFS Works,Integrated Building Services Package,Mandaue City,5425000,4430000,995000,0.1834,Completed,Paid,Bank Transfer,278,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0233,2025-11-07,2025,2025-11,Q4,Pampanga Medical Suites,Fire Line Repair Works - Pampanga Medical Suites,Fire Protection Works,Fire Line Repair Works,Rizal,2030000,1710000,320000,0.1576,Ongoing,Partially Paid,Progress Billing,416,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0234,2025-11-07,2025,2025-11,Q4,Rizal Housing Cooperative,HVAC System Upgrade - Rizal Housing Cooperative,HVAC Works,HVAC System Upgrade,Makati City,2810000,2050000,760000,0.2705,Completed,Paid,Bank Transfer,265,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0235,2025-11-08,2025,2025-11,Q4,Mandaue Commercial Hub,Perimeter Fence Works - Mandaue Commercial Hub,Civil Works,Perimeter Fence Works,Tarlac,865000,700000,165000,0.1908,Completed,Paid,Cash Deposit,280,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0236,2025-11-11,2025,2025-11,Q4,Manila School Foundation,FDAS and Alarm System Works - Manila School Foundation,Auxiliary Works,FDAS and Alarm System Works,BGC Taguig,595000,415000,180000,0.3025,Completed,Paid,Cash Deposit,288,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0237,2025-11-11,2025,2025-11,Q4,Greenfield Developers,Facade Improvement - Greenfield Developers,Architectural Works,Facade Improvement,Quezon City,1930000,1455000,475000,0.2461,Completed,Paid,Check Payment,164,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0238,2025-11-14,2025,2025-11,Q4,Makati Business Tower,Foundation and Column Works - Makati Business Tower,Structural Works,Foundation and Column Works,Paranaque City,2375000,1690000,685000,0.2884,Ongoing,Partially Paid,Check Payment,345,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0239,2025-11-14,2025,2025-11,Q4,Greenfield Developers,Painting and Finishing Package - Greenfield Developers,Architectural Works,Painting and Finishing Package,Rizal,2120000,1740000,380000,0.1792,Completed,Paid,Check Payment,150,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0240,2025-11-22,2025,2025-11,Q4,Iloilo Business Park,Equipment Room Upgrade - Iloilo Business Park,Mechanical Works,Equipment Room Upgrade,Ortigas Center,1385000,1030000,355000,0.2563,Completed,Paid,Bank Transfer,336,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0241,2025-11-24,2025,2025-11,Q4,Taguig Condo Association,Fire Line Repair Works - Taguig Condo Association,Fire Protection Works,Fire Line Repair Works,Las Pinas City,3370000,2495000,875000,0.2596,Completed,Paid,Progress Billing,317,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0242,2025-11-25,2025,2025-11,Q4,Metro Build Corporation,Site Development Works - Metro Build Corporation,Civil Works,Site Development Works,Rizal,4570000,3855000,715000,0.1565,Completed,Paid,Progress Billing,299,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0243,2025-11-30,2025,2025-11,Q4,NCR Office Suites,Panel Board Installation - NCR Office Suites,General Electrical Works,Panel Board Installation,Manila,2860000,2070000,790000,0.2762,Ongoing,Partially Paid,Cash Deposit,247,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0244,2025-12-02,2025,2025-12,Q4,Greenfield Developers,Pumping System Installation - Greenfield Developers,Mechanical Works,Pumping System Installation,Cavite,4295000,3445000,850000,0.1979,Completed,Paid,Bank Transfer,209,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0245,2025-12-07,2025,2025-12,Q4,Bulacan Builders Group,Integrated Building Services Package - Bulacan Builders Group,MEPFS Works,Integrated Building Services Package,Laguna,3425000,2815000,610000,0.1781,Completed,Unpaid,Bank Transfer,110,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0246,2025-12-09,2025,2025-12,Q4,Nuvali Property Office,Condominium Structural Package - Nuvali Property Office,Structural Works,Condominium Structural Package,Rizal,2795000,2030000,765000,0.2737,Delayed,Unpaid,Online Transfer,270,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0247,2025-12-10,2025,2025-12,Q4,Cebu Realty Ventures,Foundation and Column Works - Cebu Realty Ventures,Structural Works,Foundation and Column Works,Cavite,4385000,3760000,625000,0.1425,Completed,Paid,Online Transfer,316,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0248,2025-12-16,2025,2025-12,Q4,Pampanga Medical Suites,Office Fit-Out Works - Pampanga Medical Suites,Fit-Out Works,Office Fit-Out Works,Mandaue City,1595000,1035000,560000,0.3511,Completed,Paid,Bank Transfer,250,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0249,2025-12-17,2025,2025-12,Q4,Cavite Landholdings,Retail Fit-Out Package - Cavite Landholdings,Fit-Out Works,Retail Fit-Out Package,Iloilo City,1320000,1080000,240000,0.1818,Completed,Paid,Check Payment,242,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0250,2025-12-22,2025,2025-12,Q4,Makati Business Tower,Facade Improvement - Makati Business Tower,Architectural Works,Facade Improvement,Ortigas Center,2570000,1965000,605000,0.2354,Completed,Paid,Check Payment,76,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0251,2025-12-23,2025,2025-12,Q4,Davao Retail Center,Ceiling and Partition Works - Davao Retail Center,Architectural Works,Ceiling and Partition Works,Tarlac,2620000,2210000,410000,0.1565,Delayed,Unpaid,Bank Transfer,45,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2025-0252,2025-12-24,2025,2025-12,Q4,Iloilo Business Park,Air Conditioning System Installation - Iloilo Business Park,HVAC Works,Air Conditioning System Installation,Pampanga,1160000,935000,225000,0.194,Ongoing,Partially Paid,Online Transfer,115,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0253,2026-01-01,2026,2026-01,Q1,Cavite Landholdings,Warehouse Rehabilitation - Cavite Landholdings,Renovation and Rehabilitation,Warehouse Rehabilitation,Paranaque City,3165000,2345000,820000,0.2591,Completed,Partially Paid,Bank Transfer,321,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0254,2026-01-03,2026,2026-01,Q1,Quezon City Estate Group,Panel Board Installation - Quezon City Estate Group,General Electrical Works,Panel Board Installation,Laguna,1255000,1040000,215000,0.1713,Completed,Paid,Check Payment,82,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0255,2026-01-03,2026,2026-01,Q1,Makati Business Tower,Panel Board Installation - Makati Business Tower,General Electrical Works,Panel Board Installation,Cebu City,1705000,1365000,340000,0.1994,For Billing,Unpaid,Progress Billing,226,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0256,2026-01-06,2026,2026-01,Q1,NCR Office Suites,Fire Pump and FDAS Integration - NCR Office Suites,Fire Protection Works,Fire Pump and FDAS Integration,Pasay City,2305000,1800000,505000,0.2191,Completed,Paid,Check Payment,217,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0257,2026-01-13,2026,2026-01,Q1,Ortigas Property Management,MEPFS Rough-in Works - Ortigas Property Management,MEPFS Works,MEPFS Rough-in Works,Iloilo City,4155000,2980000,1175000,0.2828,Completed,Paid,Check Payment,278,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
